target_lon,target_lat
-71.08662682,42.36103454
-71.10473243,42.36404731
-71.11283813,42.37573502
-71.10443482,42.36739365
-71.10289829,42.36269679
-71.10064905,42.36644877
-71.0777154,42.3681639
-71.08317366,42.36806962
-71.09375955,42.36744825
-71.08318671,42.37054044
-71.1027835,42.36373335
-71.1008036,42.3544471
-71.11262173,42.35698051
-71.09477063,42.35904934
-71.09434162,42.36686666
-71.10433685,42.36460775
-71.126453,42.37928553
-71.10289829,42.36269679
-71.1027835,42.36373335
-71.0984762,42.35929469
-71.10168627,42.36707451
-71.10496698,42.36924694
-71.10727622,42.35538606
-71.076793,42.369553
-71.11420192,42.37295731
-71.10432177,42.36680692
-71.11303206,42.35677958
-71.1388783,42.38286355
-71.08749692,42.36175463
-71.11367104,42.36419913
-71.10209247,42.36646751
-71.12042258,42.37132662
-71.10681494,42.35689604
-71.10659834,42.36973528
-71.09477063,42.35904934
-71.09277125,42.35952966
-71.09862787,42.36017756
-71.09412544,42.36141862
-71.08615428,42.36727305
-71.10399555,42.3600804
-71.10440066,42.3675739
-71.09767761,42.36366417
-71.13397435,42.3759761
-71.09974327,42.36494244
-71.10085931,42.36401178
-71.1147987,42.37857222
-71.09375344,42.36018961
-71.1182222,42.3700449
-71.0930601,42.36038339
-71.08998606,42.36150932
-71.10088506,42.36475947
-71.09563047,42.3704737
-71.11073328,42.35637679
-71.10614105,42.36556818
-71.09164183,42.3623479
-71.12227498,42.37420367
-71.09083126,42.35967648
-71.1008036,42.3544471
-71.09412829,42.3671911
-71.10724586,42.356422
-71.09461504,42.36694734
-71.09622226,42.36352718
-71.12419284,42.37343622
-71.11714798,42.37307611
-71.11863226,42.38565333
-71.12304753,42.37963024
-71.08450278,42.3605652
-71.0984067,42.36433095
-71.11677858,42.37764518
-71.12022412,42.37313321
-71.08623358,42.36270448
-71.09269241,42.36506159
-71.0984762,42.35929469
-71.09318083,42.35929494
-71.13391795,42.389924
-71.09414158,42.35832148
-71.0827925,42.36264191
-71.12176275,42.37954062
-71.11118542,42.37095183
-71.11612978,42.37220777
-71.11913595,42.37166414
-71.11451597,42.3726249
-71.11208454,42.37375785
-71.10921809,42.37515653
-71.11943842,42.37456835
-71.1048165,42.363928
-71.11487241,42.37047286
-71.11420475,42.36887125
-71.08176385,42.36284228
-71.09013443,42.3611579
-71.10311276,42.36258304
-71.11721379,42.37550918
-71.09652345,42.35858321
-71.09098619,42.36326769
-71.10791043,42.36593923
-71.08985732,42.36070516
-71.08862548,42.36164777
-71.08513341,42.36435134
-71.09893701,42.36210807
-71.08926099,42.36230362
-71.12205772,42.38729639
-71.08934074,42.36031884
-71.10023198,42.37095855
-71.0948748,42.3603669
-71.10264618,42.36366084
-71.11324587,42.35808772
-71.11147326,42.3815419
-71.08810427,42.36388695
-71.11038782,42.37147348
-71.11395145,42.37807772
-71.11049388,42.37399668
-71.11850252,42.37358794
-71.08583953,42.36188829
-71.10490427,42.36873567
-71.1046807,42.35554193
-71.08435148,42.36380294
-71.12106031,42.37474945
-71.10462055,42.35492352
-71.10050588,42.35858041
-71.10571239,42.36423374
-71.08295715,42.3640637
-71.10369855,42.36742256
-71.10267324,42.36661067
-71.08779438,42.36178042
-71.10270745,42.3675912
-71.10399555,42.3600804
-71.10681836,42.36793318
-71.09508725,42.35692037
-71.10220888,42.36635467
-71.1007712,42.37244492
-71.083923,42.36436944
-71.14720968,42.39549762
-71.12268946,42.371239
-71.10047517,42.36437022
-71.10132058,42.36092227
-71.12351393,42.37463693
-71.08514015,42.36644226
-71.12296301,42.37485894
-71.10494459,42.37316019
-71.11416341,42.37414126
-71.10877493,42.36585083
-71.10209247,42.36646751
-71.09743679,42.36829039
-71.13800326,42.39370553
-71.10333847,42.36227462
-71.10240258,42.36076029
-71.08747349,42.36437315
-71.10395906,42.36718325
-71.08119103,42.36780822
-71.09508139,42.36250999
-71.10034454,42.37090171
-71.09596468,42.3591951
-71.09058495,42.36456765
-71.08295715,42.3640637
-71.08339796,42.36310196
-71.0918266,42.3688768
-71.10550536,42.35997213
-71.09580711,42.35668294
-71.11444096,42.36815263
-71.08589755,42.36456688
-71.09358036,42.36129295
-71.09234636,42.35809007
-71.11781045,42.373649
-71.1178792,42.37941415
-71.11613181,42.37999207
-71.11123468,42.37549805
-71.1117223,42.3782619
-71.10700986,42.35448689
-71.11476504,42.36494868
-71.10056805,42.35515729
-71.10352008,42.36332885
-71.09713084,42.36547192
-71.08865214,42.36359773
-71.09134592,42.35740805
-71.07412787,42.37041268
-71.10286133,42.36162208
-71.08934074,42.36031884
-71.10279972,42.36515949
-71.1429892,42.3807895
-71.1033947,42.36205295
-71.10347213,42.37194755
-71.13136545,42.39192306
-71.10364918,42.35807814
-71.0948748,42.3603669
-71.1416023,42.39577815
-71.09403266,42.36038414
-71.08839543,42.36347756
-71.10029885,42.3663186
-71.11477636,42.36487875
-71.10714935,42.35664669
-71.10142949,42.36988468
-71.10339495,42.36152203
-71.09767761,42.36366417
-71.10352008,42.36332885
-71.11369129,42.36435258
-71.09386902,42.35656737
-71.09083126,42.35967648
-71.07933956,42.3705727
-71.09576101,42.36200007
-71.11087649,42.35830031
-71.11368755,42.35831818
-71.09771845,42.3634781
-71.09098619,42.36326769
-71.13167925,42.39351692
-71.09714582,42.36873818
-71.10169829,42.36036129
-71.10571239,42.36423374
-71.09053915,42.363431
-71.10329255,42.36382929
-71.0920709,42.35976105
-71.0920709,42.35976105
-71.10008753,42.36199203
-71.11210535,42.35639945
-71.10625024,42.36380684
-71.1044407,42.36379644
-71.099509,42.36051361
-71.10399147,42.36085588
-71.14019252,42.39625751
-71.0918266,42.3688768
-71.09403266,42.36038414
-71.11917035,42.37412919
-71.13261477,42.39588543
-71.09356732,42.3597581
-71.09685573,42.36103827
-71.09851188,42.36296155
-71.10339495,42.36152203
-71.12042502,42.38053724
-71.08265175,42.36979074
-71.11127142,42.36802847
-71.09318083,42.35929494
-71.09227003,42.36877514
-71.0940947,42.36791985
-71.10621562,42.35729943
-71.07820815,42.36702325
-71.07599116,42.36573894
-71.07939989,42.37118823
-71.09652345,42.35858321
-71.12111927,42.38619669
-71.09061156,42.36870161
-71.09254897,42.35994942
-71.08346182,42.36275442
-71.07517385,42.36655313
-71.09737658,42.37200119
-71.09269814,42.37346674
-71.11449091,42.36912903
-71.1046807,42.35554193
-71.0852497,42.36268232
-71.11602686,42.36843676
-71.10908001,42.37126776
-71.11431424,42.36991313
-71.10199387,42.36758715
-71.08749692,42.36175463
-71.1060889,42.3576161
-71.08813757,42.36040837
-71.10314093,42.36360407
-71.10836325,42.3716872
-71.10169829,42.36036129
-71.09668221,42.36534357
-71.10364918,42.35807814
-71.08876884,42.36494749
-71.11166572,42.37646835
-71.10724586,42.356422
-71.10134473,42.36606612
-71.07724,42.3711805
-71.10050588,42.35858041
-71.0930601,42.36038339
-71.09044938,42.35955835
-71.10073775,42.36144132
-71.07939239,42.36826506
-71.1042864,42.36108035
-71.1129939,42.3570976
-71.09685112,42.36340993
-71.10474952,42.36572393
-71.09098619,42.36326769
-71.11409289,42.37052053
-71.11013805,42.36262235
-71.09728875,42.36365859
-71.11230158,42.37636354
-71.10776447,42.36577857
-71.11095825,42.35614776
-71.09098619,42.36326769
-71.08200463,42.36527171
-71.09193875,42.36114506
-71.0848846,42.37190036
-71.09630065,42.36917597
-71.09949946,42.35772146
-71.07944951,42.36795772
-71.11122948,42.37597739
-71.11721379,42.37550918
-71.11063972,42.35603092
-71.08865214,42.36359773
-71.10479227,42.35708118
-71.11758986,42.37280923
-71.07930755,42.3685228
-71.07322166,42.36868716
-71.10724586,42.356422
-71.09985733,42.36521437
-71.11606415,42.37489285
-71.10112653,42.36420959
-71.13334447,42.3831433
-71.0919442,42.36397473
-71.09816688,42.36031225
-71.10801857,42.36557556
-71.0995587,42.36549925
-71.10424052,42.36848834
-71.10735897,42.37160875
-71.10120897,42.3661515
-71.09255204,42.36886341
-71.09037231,42.3729044
-71.13595951,42.37635555
-71.09788597,42.36658671
-71.09627455,42.3707289
-71.09955199,42.35810938
-71.10728784,42.35631378
-71.10700986,42.35448689
-71.10724586,42.356422
-71.11382498,42.35847055
-71.10433685,42.36460775
-71.1056075,42.35732687
-71.09873521,42.36387595
-71.09851883,42.36413271
-71.11547983,42.37274932
-71.11703083,42.37230722
-71.08813757,42.36040837
-71.099509,42.36051361
-71.10597981,42.35755304
-71.11812102,42.37526467
-71.0975877,42.37054328
-71.11394423,42.36762719
-71.08779438,42.36178042
-71.11166489,42.35723075
-71.10142116,42.36359159
-71.08747349,42.36437315
-71.10672265,42.35520356
-71.09508725,42.35692037
-71.10123055,42.36678345
-71.10312856,42.36178092
-71.09980567,42.36456626
-71.1205056,42.37173819
-71.11914065,42.38100385
-71.11120325,42.3582137
-71.09804085,42.36750221
-71.1110214,42.36752153
-71.11235792,42.3565519
-71.11040611,42.35776248
-71.09738685,42.37297508
-71.08835633,42.37338444
-71.09016807,42.36947995
-71.1055327,42.35392952
-71.13099484,42.37564527
-71.1042864,42.36108035
-71.11219705,42.37635255
-71.09801134,42.36012067
-71.08546297,42.36210025
-71.10104903,42.36670244
-71.11118056,42.35876481
-71.11262823,42.3565325
-71.1132278,42.35748456
-71.13099484,42.37564527
-71.09008977,42.37252317
-71.10142116,42.36359159
-71.1052526,42.36316133
-71.08810427,42.36388695
-71.08265432,42.36959272
-71.09202355,42.36684478
-71.12947828,42.39576204
-71.11424124,42.37359836
-71.11694868,42.37771525
-71.11405572,42.37072754
-71.11835097,42.37510829
-71.11546265,42.37667185
-71.11283745,42.37453802
-71.10339658,42.36326817
-71.12577154,42.39239743
-71.11960763,42.37199715
-71.09324213,42.36428678
-71.09862787,42.36017756
-71.10573754,42.35740539
-71.10302827,42.35700105
-71.13175318,42.38126416
-71.11123722,42.37301498
-71.10767964,42.36343589
-71.1058995,42.36356872
-71.09044938,42.35955835
-71.12005465,42.37235693
-71.11449091,42.36912903
-71.11582994,42.37063287
-71.11386676,42.36991525
-71.0948748,42.3603669
-71.12058032,42.37301732
-71.09584484,42.37102567
-71.11987535,42.37226524
-71.10506179,42.36804299
-71.09083126,42.35967648
-71.1041836,42.35858131
-71.08589755,42.36456688
-71.10144211,42.35879081
-71.1050547,42.3572392
-71.08546297,42.36210025
-71.10364918,42.35807814
-71.10560639,42.37034577
-71.08894276,42.37162023
-71.09746432,42.36596981
-71.09053915,42.363431
-71.1016812,42.36639275
-71.0988551,42.37152215
-71.10289829,42.36269679
-71.0987204,42.36003573
-71.09083126,42.35967648
-71.10750123,42.35608027
-71.09154305,42.36022305
-71.09378565,42.3574682
-71.09318083,42.35929494
-71.10073775,42.36144132
-71.1024776,42.36310877
-71.09318083,42.35929494
-71.09944842,42.37118804
-71.09652345,42.35858321
-71.09356732,42.3597581
-71.07255081,42.36829115
-71.11978485,42.37326234
-71.10152115,42.35709535
-71.10142116,42.36359159
-71.0948748,42.3603669
-71.09386902,42.35656737
-71.10352575,42.36316893
-71.0935271,42.36011991
-71.10319003,42.37087177
-71.10008753,42.36199203
-71.10470842,42.36360229
-71.10664592,42.3539526
-71.11457901,42.37081769
-71.09193875,42.36114506
-71.12034661,42.37423089
-71.08537305,42.36855645
-71.14854048,42.39916982
-71.07545644,42.37210058
-71.10528479,42.36352175
-71.11721379,42.37550918
-71.09010421,42.36555781
-71.10126035,42.36701975
-71.09086412,42.36000028
-71.11458774,42.36458637
-71.09825448,42.35935225
-71.08934074,42.36031884
-71.08934074,42.36031884
-71.10197614,42.36176252
-71.1034224,42.3630754
-71.08733726,42.36046472
-71.09912314,42.3598559
-71.10703798,42.35517042
-71.08062887,42.3644804
-71.11895998,42.38044454
-71.11591196,42.37318099
-71.10620265,42.3576818
-71.11274587,42.35704707
-71.10339658,42.36326817
-71.12040886,42.37313382
-71.11915171,42.37826237
-71.08934074,42.36031884
-71.10294172,42.3635335
-71.09378565,42.3574682
-71.11591196,42.37318099
-71.09728875,42.36365859
-71.09356732,42.3597581
-71.08550816,42.36192178
-71.0866881,42.36212664
-71.09394509,42.36121602
-71.10479227,42.35708118
-71.14383617,42.39436904
-71.0790717,42.36656077
-71.10342263,42.36111121
-71.07629724,42.36802593
-71.12514272,42.3784161
-71.08170597,42.36726248
-71.11160151,42.35614609
-71.08374094,42.36496042
-71.08788993,42.36149681
-71.09320503,42.36115145
-71.0826763,42.36681185
-71.12081787,42.37491665
-71.11533132,42.37852411
-71.097894,42.35962955
-71.1179152,42.37564258
-71.09322601,42.36070129
-71.08937202,42.36342991
-71.13832075,42.3979411
-71.10605403,42.3663302
-71.08862548,42.36164777
-71.11284729,42.3582318
-71.11311042,42.35801462
-71.09359798,42.36380628
-71.10364918,42.35807814
-71.09504333,42.35938232
-71.11067194,42.37171067
-71.11094384,42.36685122
-71.11325886,42.36908482
-71.0934081,42.36828698
-71.09008395,42.36685555
-71.08749692,42.36175463
-71.10333847,42.36227462
-71.10294092,42.36417677
-71.08617738,42.36479214
-71.09382272,42.35725044
-71.09579328,42.37259856
-71.09232853,42.36109989
-71.09394509,42.36121602
-71.11768465,42.37207091
-71.11933105,42.3741318
-71.09247084,42.36160686
-71.09934808,42.36146794
-71.11221562,42.35883945
-71.09760014,42.36290009
-71.11301969,42.37319582
-71.11302319,42.35928809
-71.11591645,42.3699333
-71.1178792,42.37941415
-71.1411671,42.38115755
-71.09086412,42.36000028
-71.11208122,42.35618603
-71.08788993,42.36149681
-71.07452037,42.37258231
-71.10451426,42.3627375
-71.09254897,42.35994942
-71.11496308,42.37031255
-71.1132278,42.35748456
-71.08733726,42.36046472
-71.09702557,42.36377407
-71.09693588,42.36685451
-71.09609146,42.37211121
-71.09934808,42.36146794
-71.09504333,42.35938232
-71.09320503,42.36115145
-71.11322545,42.3648435
-71.1130343,42.36536279
-71.1082991,42.35927559
-71.07842263,42.36558551
-71.11122577,42.37172191
-71.12022412,42.37313321
-71.07875286,42.37117072
-71.09685112,42.36340993
-71.12040733,42.38702887
-71.09164183,42.3623479
-71.1156275,42.36971161
-71.1050547,42.3572392
-71.0812325,42.36473335
-71.11548702,42.36939145
-71.11024631,42.37790557
-71.08747349,42.36437315
-71.10904774,42.36395337
-71.09580711,42.35668294
-71.08862548,42.36164777
-71.11209793,42.35876862
-71.12039332,42.3738985
-71.11033747,42.35732612
-71.11382718,42.37008154
-71.12122767,42.38814847
-71.12166723,42.37365981
-71.09356911,42.36161301
-71.11548702,42.36939145
-71.1066622,42.3564313
-71.10392082,42.36277355
-71.10905508,42.36659894
-71.09786438,42.37213207
-71.12062399,42.38885333
-71.11495381,42.3645706
-71.13083553,42.38085496
-71.07950709,42.36770791
-71.10873863,42.3798553
-71.08172938,42.36718642
-71.10093393,42.36545398
-71.09862787,42.36017756
-71.10001588,42.36111281
-71.11021622,42.37123381
-71.12076909,42.38748433
-71.08813757,42.36040837
-71.09098619,42.36326769
-71.1041836,42.35858131
-71.10001588,42.36111281
-71.11508195,42.37597651
-71.09232853,42.36109989
-71.10698274,42.35612677
-71.07836968,42.37138944
-71.10350299,42.37255492
-71.09095643,42.37298174
-71.08477064,42.36925937
-71.11970642,42.37357916
-71.12102224,42.3804757
-71.11711994,42.3718833
-71.14736373,42.39281116
-71.08998606,42.36150932
-71.09154305,42.36022305
-71.1066622,42.3564313
-71.0943029,42.37185521
-71.09825448,42.35935225
-71.10801927,42.37065253
-71.1051004,42.3554252
-71.09319168,42.35950655
-71.10405978,42.36316633
-71.12034486,42.37290099
-71.10703798,42.35517042
-71.07396773,42.36666591
-71.09598062,42.36439057
-71.10031058,42.3644872
-71.08876884,42.36494749
-71.08789999,42.37255062
-71.11211205,42.35952702
-71.12077678,42.38974907
-71.11133636,42.37657783
-71.08759196,42.36536025
-71.10839613,42.36238761
-71.09421456,42.36612447
-71.08704131,42.36670227
-71.11288271,42.37135613
-71.07278645,42.37029635
-71.1108801,42.37190986
-71.07885075,42.37175495
-71.07817709,42.36719902
-71.11811911,42.37232151
-71.09982813,42.36617649
-71.09414158,42.35832148
-71.09515103,42.35963438
-71.09320503,42.36115145
-71.09705367,42.36307024
-71.10155776,42.36728577
-71.10410167,42.36882521
-71.08328591,42.36621679
-71.1019281,42.35765892
-71.09145484,42.36852889
-71.11495381,42.3645706
-71.0930601,42.36038339
-71.09375344,42.36018961
-71.0948748,42.3603669
-71.09816688,42.36031225
-71.10382846,42.36730935
-71.12622808,42.3794086
-71.09229555,42.37213145
-71.11915171,42.37826237
-71.11546265,42.37667185
-71.11282545,42.35951711
-71.12184748,42.38649762
-71.09318083,42.35929494
-71.09505494,42.35814262
-71.10514443,42.3715775
-71.0808838,42.36514465
-71.09073911,42.36456444
-71.09201715,42.35968325
-71.1549812,42.3785136
-71.07858681,42.36838861
-71.1548501,42.3788144
-71.08617738,42.36479214
-71.11562305,42.37039365
-71.1147377,42.3593838
-71.10629029,42.36157782
-71.11203156,42.35742762
-71.09386902,42.35656737
-71.10120279,42.37051964
-71.10287613,42.36742885
-71.09912314,42.3598559
-71.10339495,42.36152203
-71.09866292,42.36440426
-71.10667771,42.36476065
-71.10347934,42.35434628
-71.10210365,42.36743972
-71.12412901,42.373993
-71.10120897,42.3661515
-71.10491808,42.36579248
-71.09816688,42.36031225
-71.12002186,42.39037617
-71.12351448,42.3906432
-71.08937202,42.36342991
-71.08260139,42.36135795
-71.10173982,42.36698029
-71.0887403,42.37337405
-71.09924783,42.36321892
-71.11368755,42.35831818
-71.09067307,42.35941899
-71.12319081,42.38023342
-71.12344537,42.37859734
-71.0993711,42.37275698
-71.09797747,42.36176653
-71.11497577,42.35861252
-71.11906451,42.37801675
-71.0930601,42.36038339
-71.09515103,42.35963438
-71.0910329,42.37381158
-71.09549497,42.37405995
-71.08197325,42.36345317
-71.08749692,42.36175463
-71.1019281,42.35765892
-71.10019655,42.36795589
-71.11900339,42.3731842
-71.08176385,42.36284228
-71.10314557,42.35543977
-71.07858681,42.36838861
-71.10728784,42.35631378
-71.09797747,42.36176653
-71.0981373,42.36169396
-71.1221738,42.38820245
-71.10302827,42.35700105
-71.11342815,42.37240175
-71.10573217,42.35621742
-71.09862787,42.36017756
-71.09083126,42.35967648
-71.09337113,42.36806026
-71.12237128,42.37912036
-71.11775258,42.37227408
-71.09802106,42.3706019
-71.091548,42.36855822
-71.09260155,42.3652045
-71.0995226,42.37046991
-71.09914372,42.37031827
-71.11536359,42.35580549
-71.11536359,42.35580549
-71.12018567,42.37452706
-71.11781045,42.373649
-71.10283563,42.36101023
-71.106854,42.35630628
-71.09058495,42.36456765
-71.12099583,42.39208283
-71.10557936,42.36340637
-71.1046807,42.35554193
-71.08317366,42.36806962
-71.08876884,42.36494749
-71.10362639,42.3612509
-71.0777154,42.3681639
-71.09271326,42.36087637
-71.10411085,42.3635426
-71.11272848,42.35816928
-71.09646524,42.3736164
-71.10646074,42.35618133
-71.10324876,42.36236734
-71.09891999,42.37067142
-71.08346182,42.36275442
-71.07814182,42.36903119
-71.08265126,42.36773448
-71.0809096,42.36389212
-71.09382272,42.35725044
-71.13429369,42.39033569
-71.08358806,42.36841358
-71.08546043,42.37147155
-71.08088631,42.363621
-71.11321646,42.36598268
-71.09446882,42.3618513
-71.09960218,42.37099475
-71.11130497,42.36701143
-71.09779363,42.3644449
-71.10511707,42.36325443
-71.076793,42.369553
-71.10278681,42.36197459
-71.13073204,42.38168623
-71.10357572,42.36568978
-71.10381395,42.36267522
-71.11508195,42.37597651
-71.1019281,42.35765892
-71.09616386,42.36565291
-71.08345392,42.36810425
-71.1019281,42.35765892
-71.09171692,42.36861147
-71.1077248,42.36484577
-71.10842215,42.36414755
-71.11958986,42.37390116
-71.10630205,42.36409035
-71.10026917,42.36517517
-71.10573446,42.365451
-71.09720074,42.36227253
-71.09891101,42.35763069
-71.09257944,42.3633722
-71.09997305,42.35864645
-71.12440792,42.38017727
-71.07938385,42.37213335
-71.12270599,42.37926025
-71.11898343,42.38548417
-71.08208644,42.36678947
-71.1129339,42.3708489
-71.11478165,42.37696425
-71.10379183,42.36300865
-71.09508725,42.35692037
-71.1031598,42.3631198
-71.1132278,42.35748456
-71.10339658,42.36326817
-71.11648473,42.37212507
-71.11965924,42.37419159
-71.11551102,42.37435484
-71.11781045,42.373649
-71.09505494,42.35814262
-71.11957317,42.3721866
-71.11079132,42.36597765
-71.11381945,42.3669142
-71.09778034,42.37093982
-71.09901488,42.36801204
-71.11522547,42.37040782
-71.09998561,42.36620998
-71.114105,42.3751337
-71.10593469,42.36802777
-71.10085917,42.36644652
-71.1107938,42.36740207
-71.09673338,42.36861243
-71.11142761,42.35680992
-71.10408901,42.36707007
-71.12192824,42.37780933
-71.09997305,42.35864645
-71.07842263,42.36558551
-71.08472255,42.36206325
-71.1055327,42.35392952
-71.11232041,42.35889854
-71.12164452,42.39260734
-71.10461344,42.36311807
-71.1215505,42.37220175
-71.11230332,42.37133301
-71.09565785,42.37324995
-71.07749149,42.36544853
-71.10528479,42.36352175
-71.07599116,42.36573894
-71.10190822,42.3660826
-71.08513341,42.36435134
-71.10877493,42.36585083
-71.11823762,42.38643388
-71.11160585,42.3732493
-71.11283745,42.37453802
-71.09766897,42.37249238
-71.13159386,42.39120782
-71.08747349,42.36437315
-71.10325886,42.3549911
-71.10283563,42.36101023
-71.09310845,42.37117458
-71.10278681,42.36197459
-71.08585858,42.3621407
-71.09201715,42.35968325
-71.1219793,42.37545994
-71.10633028,42.35573662
-71.0948748,42.3603669
-71.08839543,42.36347756
-71.1000332,42.36564425
-71.09277125,42.35952966
-71.08862548,42.36164777
-71.08589755,42.36456688
-71.10002977,42.36174961
-71.0981373,42.36169396
-71.10434335,42.36334092
-71.09356911,42.36161301
-71.10509196,42.35533706
-71.09951232,42.36892975
-71.10446756,42.35942535
-71.11202155,42.3751271
-71.10724038,42.35589893
-71.1031598,42.3631198
-71.10573446,42.365451
-71.10382846,42.36730935
-71.1140228,42.3678778
-71.07938385,42.37213335
-71.10210964,42.3723171
-71.08176385,42.36284228
-71.09322601,42.36070129
-71.09766751,42.36441916
-71.09404685,42.36621362
-71.1133427,42.3573973
-71.11404125,42.3679698
-71.10664592,42.3539526
-71.11369693,42.3686231
-71.09912314,42.3598559
-71.08585858,42.3621407
-71.12606836,42.37882053
-71.10132058,42.36092227
-71.1035962,42.3556175
-71.10727622,42.35538606
-71.13665887,42.38191709
-71.11699425,42.3778643
-71.11102307,42.37627468
-71.14668122,42.37654205
-71.11832987,42.37083187
-71.11937944,42.37133216
-71.12113094,42.37188088
-71.12077333,42.37522783
-71.11963852,42.3786155
-71.11122577,42.37172191
-71.09515103,42.35963438
-71.10290081,42.36383966
-71.1269647,42.37881913
-71.11457901,42.37081769
-71.1191462,42.37197214
-71.08902574,42.36428884
-71.10085931,42.36401178
-71.0853515,42.36362475
-71.10230186,42.35975477
-71.10047517,42.36437022
-71.09874192,42.36169273
-71.10380297,42.35989893
-71.10695608,42.35697708
-71.07219757,42.36923926
-71.09713397,42.36621013
-71.10798644,42.36515157
-71.09980567,42.36456626
-71.10169829,42.36036129
-71.10627964,42.35736489
-71.08703295,42.36499122
-71.09975733,42.36534735
-71.08788993,42.36149681
-71.11193492,42.37195116
-71.10399555,42.3600804
-71.10672265,42.35520356
-71.09866292,42.36440426
-71.10451272,42.36031668
-71.08895281,42.36943624
-71.10394196,42.36261784
-71.09845095,42.3642456
-71.09067307,42.35941899
-71.10728784,42.35631378
-71.10487565,42.36324647
-71.07934407,42.36571397
-71.11427352,42.3650162
-71.09083224,42.37328356
