target_lon,target_lat
-71.09932089,42.36931172
-71.10724313,42.36865242
-71.11551722,42.37050477
-71.09616386,42.36565291
-71.10583939,42.35635927
-71.09378565,42.3574682
-71.0971269,42.36366015
-71.09823777,42.37063455
-71.10302827,42.35700105
-71.10959187,42.36401972
-71.1134372,42.35859051
-71.10432177,42.36680692
-71.11755092,42.37725327
-71.1041836,42.35858131
-71.1191462,42.37197214
-71.13355107,42.38992606
-71.10652501,42.36427736
-71.09891101,42.35763069
-71.09318083,42.35929494
-71.12044858,42.3862742
-71.1140831,42.3568545
-71.09665082,42.37362072
-71.09254897,42.35994942
-71.0981373,42.36169396
-71.09318083,42.35929494
-71.10724586,42.356422
-71.10621935,42.3707413
-71.08546297,42.36210025
-71.11146729,42.35912479
-71.07814182,42.36903119
-71.09592257,42.36748824
-71.12040886,42.37313382
-71.09044938,42.35955835
-71.12090417,42.3892404
-71.09918245,42.36541835
-71.10071779,42.36414631
-71.15147239,42.37969672
-71.07820815,42.36702325
-71.09679821,42.36378759
-71.10137649,42.36435773
-71.1001361,42.36624895
-71.10074529,42.3633131
-71.1200007,42.3713964
-71.11543552,42.37064101
-71.11472512,42.36455946
-71.06884704,42.37087791
-71.09356911,42.36161301
-71.11397138,42.36860379
-71.07907531,42.36778735
-71.07599116,42.36573894
-71.10700986,42.35448689
-71.07003611,42.37024766
-71.08519015,42.3680719
-71.1046807,42.35554193
-71.0930601,42.36038339
-71.09717448,42.37031815
-71.11382645,42.372567
-71.09801134,42.36012067
-71.09540873,42.37158695
-71.1191462,42.37197214
-71.1069139,42.35539465
-71.08811774,42.37335692
-71.0828517,42.36351583
-71.09948987,42.37086567
-71.09108474,42.35945066
-71.11828098,42.37215978
-71.0981373,42.36169396
-71.09067027,42.36242428
-71.10352575,42.36316893
-71.09277125,42.35952966
-71.09044938,42.35955835
-71.09449747,42.361092
-71.10155776,42.36728577
-71.08759196,42.36536025
-71.12018567,42.37452706
-71.12037776,42.38684047
-71.10755426,42.37784904
-71.08874678,42.36303852
-71.10695608,42.35697708
-71.09731784,42.3640376
-71.09980567,42.36456626
-71.1040155,42.35828134
-71.1042864,42.36108035
-71.10071779,42.36414631
-71.09668221,42.36534357
-71.10460369,42.36793973
-71.10488661,42.36543304
-71.10200661,42.36389671
-71.10309869,42.36141082
-71.09404199,42.36508031
-71.09874796,42.36084593
-71.11957317,42.3721866
-71.09626592,42.37119445
-71.13245416,42.38903518
-71.09577959,42.36788963
-71.10573754,42.35740539
-71.11344194,42.35885213
-71.11468144,42.37299442
-71.11030029,42.35677644
-71.10670859,42.35683404
-71.08561003,42.36408341
-71.09013443,42.3611579
-71.12264665,42.37426103
-71.09971141,42.35963531
-71.12254466,42.37522113
-71.12022168,42.3714856
-71.10227904,42.36706502
-71.12370472,42.37297536
-71.12041123,42.37193928
-71.11548143,42.36903331
-71.10057441,42.36660535
-71.11042675,42.35690892
-71.1189452,42.37186101
-71.10041474,42.37258278
-71.1205056,42.37173819
-71.10681494,42.35689604
-71.09201715,42.35968325
-71.11746378,42.3725766
-71.10597981,42.35755304
-71.08365971,42.36074076
-71.08926099,42.36230362
-71.08392274,42.36173735
-71.10670859,42.35683404
-71.09067027,42.36242428
-71.10633028,42.35573662
-71.10294429,42.36249857
-71.10346149,42.36719024
-71.10026917,42.36517517
-71.12017996,42.37282594
-71.10564616,42.36374158
-71.0852497,42.36268232
-71.11015049,42.36313388
-71.1133941,42.35909173
-71.11783895,42.3750236
-71.07942175,42.36804826
-71.08550816,42.36192178
-71.11977216,42.38826621
-71.09515103,42.35963438
-71.07953996,42.36759631
-71.12142949,42.3742045
-71.11118607,42.3609581
-71.10441484,42.36286155
-71.0948748,42.3603669
-71.09280769,42.36759197
-71.09013443,42.3611579
-71.09934572,42.36478153
-71.11694868,42.37771525
-71.1221129,42.37879085
-71.12117415,42.38580234
-71.103342,42.36275519
-71.1134372,42.35859051
-71.1040155,42.35828134
-71.10278681,42.36197459
-71.10283563,42.36101023
-71.10584003,42.35501692
-71.11526232,42.35970327
-71.09555728,42.36293284
-71.09724332,42.36090614
-71.09452908,42.36999034
-71.10775272,42.37701135
-71.10679792,42.36232076
-71.08108718,42.36799091
-71.11281628,42.35914655
-71.0972329,42.37023785
-71.10170447,42.36806446
-71.09605542,42.36959366
-71.1013295,42.36334462
-71.12121795,42.37869456
-71.11046938,42.3631027
-71.09134592,42.35740805
-71.11781117,42.38057459
-71.09736242,42.35988467
-71.0815805,42.36302972
-71.08959917,42.37322166
-71.10244041,42.35770087
-71.10434335,42.36334092
-71.10076125,42.37078106
-71.11125087,42.3564246
-71.1066622,42.3564313
-71.09414158,42.35832148
-71.0801518,42.3649565
-71.096068,42.3714994
-71.07907531,42.36778735
-71.07797472,42.36706666
-71.10390214,42.35498846
-71.11890906,42.37757877
-71.09397793,42.35837618
-71.09369219,42.36759899
-71.10904188,42.36692895
-71.07545644,42.37210058
-71.0899986,42.37326845
-71.10636761,42.35741586
-71.08923523,42.37117051
-71.10031058,42.3644872
-71.0905596,42.36956543
-71.12094492,42.37363981
-71.10152115,42.35709535
-71.11800782,42.38058224
-71.08552197,42.36928969
-71.09949946,42.35772146
-71.08876884,42.36494749
-71.10314557,42.35543977
-71.11147326,42.3815419
-71.09414158,42.35832148
-71.10257043,42.3653857
-71.06704579,42.37082151
-71.10734481,42.36453243
-71.10695608,42.35697708
-71.1063434,42.3587721
-71.11451025,42.36847125
-71.10653561,42.37284112
-71.08585858,42.3621407
-71.09990785,42.36619425
-71.10724038,42.35589893
-71.07067529,42.37101415
-71.09319168,42.35950655
-71.1179152,42.37564258
-71.0930601,42.36038339
-71.1050547,42.3572392
-71.10562985,42.35451151
-71.09057153,42.36162
-71.09239917,42.35900791
-71.09863406,42.37022688
-71.09322601,42.36070129
-71.09982813,42.36617649
-71.10316924,42.36602113
-71.08519015,42.3680719
-71.0860481,42.3714861
-71.06828615,42.37163952
-71.10064905,42.36644877
-71.08313758,42.36986148
-71.12149339,42.37448534
-71.12155229,42.37232654
-71.1215505,42.37220175
-71.10672105,42.36584018
-71.10620265,42.3576818
-71.12042258,42.37132662
-71.10002977,42.36174961
-71.09449747,42.361092
-71.09573896,42.35871975
-71.10296618,42.37349241
-71.07842263,42.36558551
-71.08672325,42.36998917
-71.09013443,42.3611579
-71.09397793,42.35837618
-71.10380135,42.37325585
-71.09242004,42.36786126
-71.08308255,42.36418165
-71.13492292,42.37524204
-71.09352071,42.36111055
-71.13672487,42.39684872
-71.09573896,42.35871975
-71.11223988,42.37204064
-71.10322606,42.36265421
-71.09611476,42.36615713
-71.10497217,42.36680405
-71.08934074,42.36031884
-71.10168627,42.36707451
-71.10142116,42.36359159
-71.10232445,42.36529733
-71.10047339,42.36669759
-71.11260345,42.36880805
-71.10546969,42.36332179
-71.09419468,42.36259829
-71.0935271,42.36011991
-71.10132058,42.36092227
-71.09311696,42.36336962
-71.09914512,42.3590436
-71.09647514,42.37146912
-71.10781052,42.36769061
-71.10131765,42.36630116
-71.10621562,42.35729943
-71.11443496,42.36859138
-71.09044938,42.35955835
-71.10724586,42.356422
-71.09292919,42.36802393
-71.09908105,42.3668004
-71.09159435,42.36336144
-71.10410117,42.35346788
-71.10442642,42.3543272
-71.1019281,42.35765892
-71.10621562,42.35729943
-71.10756728,42.35548293
-71.10390214,42.35498846
-71.09955059,42.36526812
-71.08934074,42.36031884
-71.0980499,42.37320301
-71.09855869,42.36698102
-71.08589755,42.36456688
-71.0996271,42.36969912
-71.11150412,42.37049338
-71.11486792,42.36889847
-71.09784163,42.37243854
-71.07787524,42.36968313
-71.08463183,42.36170904
-71.0920709,42.35976105
-71.09415183,42.36077089
-71.09632757,42.36724486
-71.10132058,42.36092227
-71.11547993,42.37191647
-71.12014846,42.37233757
-71.08453072,42.3677154
-71.10631493,42.36540009
-71.10089062,42.36611699
-71.12326793,42.37990355
-71.10441175,42.36844215
-71.0828517,42.36351583
-71.10197614,42.36176252
-71.13617967,42.39652937
-71.10314557,42.35543977
-71.09757067,42.37272598
-71.08448371,42.37005369
-71.1009214,42.35983892
-71.09067027,42.36242428
-71.08926099,42.36230362
-71.12994163,42.39085628
-71.13741195,42.38300535
-71.09308605,42.37255375
-71.10461344,42.36311807
-71.0852497,42.36268232
-71.08365971,42.36074076
-71.08412442,42.37122185
-71.09403266,42.36038414
-71.09816688,42.36031225
-71.11074527,42.36607658
-71.10050588,42.35858041
-71.12652123,42.38083975
-71.11793823,42.37267418
-71.10509196,42.35533706
-71.10451272,42.36031668
-71.13544394,42.38289618
-71.10559154,42.36803574
-71.10623178,42.36414427
-71.08726449,42.36220002
-71.09098619,42.36326769
-71.10008753,42.36199203
-71.08561003,42.36408341
-71.09831926,42.36500724
-71.07838717,42.37108031
-71.1144885,42.3693043
-71.10391413,42.37270366
-71.10621562,42.35729943
-71.08585653,42.36862779
-71.1041836,42.35858131
-71.10018391,42.37403744
-71.09086412,42.36000028
-71.11651573,42.37137641
-71.09804104,42.3583824
-71.10573446,42.365451
-71.09397401,42.36710865
-71.10599362,42.35680584
-71.08518796,42.36831384
-71.1368277,42.38364206
-71.10341178,42.36066345
-71.1147377,42.3593838
-71.1110131,42.35842053
-71.11208122,42.35618603
-71.1114434,42.35628182
-71.10070013,42.36636
-71.11502436,42.37680561
-71.11541585,42.38447125
-71.10302827,42.35700105
-71.14262263,42.39110041
-71.08939895,42.37374725
-71.10393625,42.35536585
-71.1040155,42.35828134
-71.09351742,42.35825592
-71.07971113,42.36805512
-71.07940706,42.36841894
-71.10050588,42.35858041
-71.10727904,42.35831796
-71.1044413,42.35858653
-71.07842263,42.36558551
-71.10643696,42.35745801
-71.09477063,42.35904934
-71.11925814,42.37669708
-71.10446756,42.35942535
-71.1147987,42.37857222
-71.11061299,42.36311107
-71.1107938,42.36740207
