Cycle,Time (real),Time (simulation),Agent,State,Rider,Follower,Leader,Battery Life,Has Target,Last Tag,Next Tag,Read Pheromones,Pheromone To Diffuse,Pheromone Mark
0,2021-11-04 16:06:12,0.0,bike32,idle,nil,nil,nil,30731,40000,false,tagRFID(162),tagRFID(163),0.0,0.0,0.0
0,2021-11-04 16:06:12,0.0,bike31,idle,nil,nil,nil,37273,40000,false,tagRFID(6),tagRFID(5),0.0,0.0,0.0
0,2021-11-04 16:06:12,0.0,bike30,seeking_leader,nil,nil,bike(11),38097,40000,false,tagRFID(90),tagRFID(91),0.0,0.0,0.0
0,2021-11-04 16:06:12,0.0,bike29,seeking_leader,nil,nil,bike(12),39899,40000,false,tagRFID(240),tagRFID(254),0.0,0.0,0.0
0,2021-11-04 16:06:12,0.0,bike36,seeking_leader,nil,nil,bike(24),39315,40000,false,tagRFID(165),tagRFID(232),0.0,0.0,0.0
0,2021-11-04 16:06:12,0.0,bike35,idle,nil,nil,nil,35137,40000,false,tagRFID(103),tagRFID(150),0.0,0.0,0.0
0,2021-11-04 16:06:12,0.0,bike34,idle,nil,nil,nil,36056,40000,false,tagRFID(296),tagRFID(249),0.0,0.0,0.0
0,2021-11-04 16:06:12,0.0,bike33,idle,nil,nil,nil,31864,40000,false,tagRFID(201),tagRFID(202),0.0,0.0,0.0
0,2021-11-04 16:06:12,0.0,bike24,idle,nil,bike(36),nil,32346,40000,false,tagRFID(146),tagRFID(143),0.0,0.0,0.0
0,2021-11-04 16:06:12,0.0,bike23,idle,nil,nil,nil,32669,40000,false,tagRFID(234),tagRFID(217),0.0,0.0,0.0
0,2021-11-04 16:06:12,0.0,bike22,idle,nil,nil,nil,34579,40000,false,tagRFID(17),tagRFID(50),0.0,0.0,0.0
0,2021-11-04 16:06:12,0.0,bike21,seeking_leader,nil,nil,bike(6),37728,40000,false,tagRFID(190),tagRFID(155),0.0,0.0,0.0
0,2021-11-04 16:06:12,0.0,bike28,idle,nil,nil,nil,35426,40000,false,tagRFID(259),tagRFID(286),0.0,0.0,0.0
0,2021-11-04 16:06:12,0.0,bike27,awaiting_follower,nil,bike(7),nil,30348,40000,false,tagRFID(280),tagRFID(209),0.0,0.0,0.0
0,2021-11-04 16:06:12,0.0,bike26,idle,nil,nil,nil,31895,40000,false,tagRFID(273),tagRFID(190),0.0,0.0,0.0
0,2021-11-04 16:06:12,0.0,bike25,idle,nil,nil,nil,34665,40000,false,tagRFID(192),tagRFID(175),0.0,0.0,0.0
0,2021-11-04 16:06:12,0.0,bike48,idle,nil,nil,nil,36105,40000,false,tagRFID(70),tagRFID(68),0.0,0.0,0.0
0,2021-11-04 16:06:12,0.0,bike47,idle,nil,nil,nil,33826,40000,false,tagRFID(10),tagRFID(8),0.0,0.0,0.0
