Cycle,Time (real),Time (simulation),Agent,Start Time,End Time,Duration,Start Battery,End Battery
37,2021-11-04 16:07:08,1295.0,bike0,70.0,1295.0,1225.0,31482,32534
39,2021-11-04 16:07:11,1365.0,bike30,175.0,1365.0,1190.0,32469,33532
42,2021-11-04 16:07:15,1470.0,bike7,210.0,1470.0,1260.0,30348,31437
42,2021-11-04 16:07:15,1470.0,bike21,105.0,1470.0,1365.0,31479,32669
