Cycle,Time (real),Time (simulation),Agent
0,2021-08-28 19:49:31,0.0,tagRFID45,tagRFID(44)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID46,tagRFID(47)::0.0,tagRFID(243)::0.0,tagRFID(208)::0.0,tagRFID(44)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID43,tagRFID(42)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID44,tagRFID(45)::0.0,tagRFID(42)::0.0,tagRFID(46)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID41,tagRFID(40)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID42,tagRFID(43)::0.0,tagRFID(40)::0.0,tagRFID(44)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID0,tagRFID(2)::0.0,tagRFID(53)::0.0,tagRFID(1)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID7,tagRFID(5)::0.0,tagRFID(8)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID8,tagRFID(7)::0.0,tagRFID(51)::0.0,tagRFID(10)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID5,tagRFID(6)::0.0,tagRFID(7)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID6,tagRFID(5)::0.0,tagRFID(48)::0.0,tagRFID(3)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID3,tagRFID(4)::0.0,tagRFID(241)::0.0,tagRFID(6)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID4,tagRFID(3)::0.0,tagRFID(308)::0.0,tagRFID(49)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID1,tagRFID(0)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID2,tagRFID(0)::0.0,tagRFID(49)::0.0,tagRFID(36)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID15,tagRFID(24)::0.0,tagRFID(16)::0.0,tagRFID(13)::0.0,tagRFID(21)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID16,tagRFID(15)::0.0,tagRFID(19)::0.0,tagRFID(188)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID13,tagRFID(14)::0.0,tagRFID(15)::0.0,tagRFID(20)::0.0,tagRFID(22)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID14,tagRFID(13)::0.0,tagRFID(18)::0.0,tagRFID(23)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID11,tagRFID(12)::0.0,tagRFID(34)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID12,tagRFID(11)::0.0,tagRFID(33)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID9,tagRFID(10)::0.0,tagRFID(35)::0.0,tagRFID(221)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID10,tagRFID(9)::0.0,tagRFID(8)::0.0,tagRFID(33)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID87,tagRFID(86)::0.0,tagRFID(77)::0.0,tagRFID(187)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID88,tagRFID(62)::0.0,tagRFID(204)::0.0,tagRFID(203)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID85,tagRFID(264)::0.0,tagRFID(84)::0.0,tagRFID(79)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID86,tagRFID(222)::0.0,tagRFID(66)::0.0,tagRFID(87)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID83,tagRFID(188)::0.0,tagRFID(81)::0.0,tagRFID(158)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID84,tagRFID(54)::0.0,tagRFID(85)::0.0,tagRFID(31)::0.0,tagRFID(63)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID81,tagRFID(82)::0.0,tagRFID(83)::0.0,tagRFID(159)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID82,tagRFID(81)::0.0,tagRFID(268)::0.0,tagRFID(229)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID95,tagRFID(205)::0.0,tagRFID(214)::0.0,tagRFID(96)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID96,tagRFID(95)::0.0,tagRFID(97)::0.0,tagRFID(99)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID93,tagRFID(92)::0.0,tagRFID(94)::0.0,tagRFID(210)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID94,tagRFID(171)::0.0,tagRFID(256)::0.0,tagRFID(93)::0.0,tagRFID(217)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID91,tagRFID(73)::0.0,tagRFID(229)::0.0,tagRFID(90)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID92,tagRFID(109)::0.0,tagRFID(93)::0.0,tagRFID(253)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID89,tagRFID(229)::0.0,tagRFID(78)::0.0,tagRFID(60)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID90,tagRFID(76)::0.0,tagRFID(91)::0.0,tagRFID(67)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID103,tagRFID(179)::0.0,tagRFID(102)::0.0,tagRFID(150)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID104,tagRFID(102)::0.0,tagRFID(267)::0.0,tagRFID(179)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID101,tagRFID(100)::0.0,tagRFID(244)::0.0,tagRFID(176)::0.0,tagRFID(178)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID102,tagRFID(103)::0.0,tagRFID(100)::0.0,tagRFID(104)::0.0,tagRFID(176)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID99,tagRFID(98)::0.0,tagRFID(96)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID100,tagRFID(101)::0.0,tagRFID(189)::0.0,tagRFID(102)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID97,tagRFID(170)::0.0,tagRFID(96)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID98,tagRFID(205)::0.0,tagRFID(99)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID111,tagRFID(150)::0.0,tagRFID(140)::0.0,tagRFID(110)::0.0,tagRFID(112)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID112,tagRFID(183)::0.0,tagRFID(111)::0.0,tagRFID(137)::0.0,tagRFID(186)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID109,tagRFID(216)::0.0,tagRFID(92)::0.0,tagRFID(195)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID110,tagRFID(186)::0.0,tagRFID(176)::0.0,tagRFID(111)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID107,tagRFID(181)::0.0,tagRFID(108)::0.0,tagRFID(21)::0.0,tagRFID(180)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID108,tagRFID(19)::0.0,tagRFID(107)::0.0,tagRFID(161)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID105,tagRFID(189)::0.0,tagRFID(106)::0.0,tagRFID(124)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID106,tagRFID(105)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID55,tagRFID(79)::0.0,tagRFID(54)::0.0,tagRFID(77)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID56,tagRFID(57)::0.0,tagRFID(75)::0.0,tagRFID(70)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID53,tagRFID(208)::0.0,tagRFID(0)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID54,tagRFID(84)::0.0,tagRFID(55)::0.0,tagRFID(78)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID51,tagRFID(219)::0.0,tagRFID(28)::0.0,tagRFID(8)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID52,tagRFID(199)::0.0,tagRFID(203)::0.0,tagRFID(28)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID49,tagRFID(48)::0.0,tagRFID(4)::0.0,tagRFID(2)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID50,tagRFID(123)::0.0,tagRFID(17)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID63,tagRFID(84)::0.0,tagRFID(62)::0.0,tagRFID(237)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID64,tagRFID(65)::0.0,tagRFID(213)::0.0,tagRFID(26)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID61,tagRFID(59)::0.0,tagRFID(204)::0.0,tagRFID(62)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID62,tagRFID(88)::0.0,tagRFID(60)::0.0,tagRFID(61)::0.0,tagRFID(63)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID59,tagRFID(229)::0.0,tagRFID(61)::0.0,tagRFID(60)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID60,tagRFID(62)::0.0,tagRFID(89)::0.0,tagRFID(59)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID57,tagRFID(222)::0.0,tagRFID(56)::0.0,tagRFID(58)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID58,tagRFID(222)::0.0,tagRFID(68)::0.0,tagRFID(69)::0.0,tagRFID(57)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID71,tagRFID(314)::0.0,tagRFID(72)::0.0,tagRFID(73)::0.0,tagRFID(75)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID72,tagRFID(200)::0.0,tagRFID(71)::0.0,tagRFID(218)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID69,tagRFID(68)::0.0,tagRFID(58)::0.0,tagRFID(74)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID70,tagRFID(68)::0.0,tagRFID(201)::0.0,tagRFID(56)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID67,tagRFID(66)::0.0,tagRFID(78)::0.0,tagRFID(90)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID68,tagRFID(69)::0.0,tagRFID(58)::0.0,tagRFID(70)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID65,tagRFID(64)::0.0,tagRFID(231)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID66,tagRFID(67)::0.0,tagRFID(86)::0.0,tagRFID(76)::0.0,tagRFID(77)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID79,tagRFID(55)::0.0,tagRFID(80)::0.0,tagRFID(223)::0.0,tagRFID(85)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID80,tagRFID(79)::0.0,tagRFID(207)::0.0,tagRFID(224)::0.0,tagRFID(40)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID77,tagRFID(78)::0.0,tagRFID(66)::0.0,tagRFID(87)::0.0,tagRFID(55)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID78,tagRFID(89)::0.0,tagRFID(77)::0.0,tagRFID(67)::0.0,tagRFID(54)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID75,tagRFID(200)::0.0,tagRFID(71)::0.0,tagRFID(56)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID76,tagRFID(90)::0.0,tagRFID(73)::0.0,tagRFID(66)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID73,tagRFID(314)::0.0,tagRFID(91)::0.0,tagRFID(71)::0.0,tagRFID(76)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID74,tagRFID(69)::0.0,tagRFID(202)::0.0,tagRFID(223)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID151,tagRFID(154)::0.0,tagRFID(152)::0.0,tagRFID(143)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID152,tagRFID(151)::0.0,tagRFID(156)::0.0,tagRFID(146)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID149,tagRFID(154)::0.0,tagRFID(144)::0.0,tagRFID(148)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID150,tagRFID(156)::0.0,tagRFID(111)::0.0,tagRFID(146)::0.0,tagRFID(103)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID147,tagRFID(144)::0.0,tagRFID(143)::0.0,tagRFID(165)::0.0,tagRFID(154)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID148,tagRFID(155)::0.0,tagRFID(132)::0.0,tagRFID(145)::0.0,tagRFID(149)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID145,tagRFID(130)::0.0,tagRFID(148)::0.0,tagRFID(225)::0.0,tagRFID(153)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID146,tagRFID(141)::0.0,tagRFID(143)::0.0,tagRFID(150)::0.0,tagRFID(152)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID159,tagRFID(163)::0.0,tagRFID(158)::0.0,tagRFID(160)::0.0,tagRFID(81)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID160,tagRFID(159)::0.0,tagRFID(162)::0.0,tagRFID(268)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID157,tagRFID(158)::0.0,tagRFID(139)::0.0,tagRFID(163)::0.0,tagRFID(164)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID158,tagRFID(157)::0.0,tagRFID(159)::0.0,tagRFID(83)::0.0,tagRFID(235)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID155,tagRFID(148)::0.0,tagRFID(190)::0.0,tagRFID(153)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID156,tagRFID(150)::0.0,tagRFID(152)::0.0,tagRFID(179)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID153,tagRFID(317)::0.0,tagRFID(155)::0.0,tagRFID(145)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID154,tagRFID(149)::0.0,tagRFID(151)::0.0,tagRFID(190)::0.0,tagRFID(147)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID167,tagRFID(166)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID168,tagRFID(227)::0.0,tagRFID(169)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID165,tagRFID(139)::0.0,tagRFID(147)::0.0,tagRFID(232)::0.0,tagRFID(129)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID166,tagRFID(167)::0.0,tagRFID(136)::0.0,tagRFID(137)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID163,tagRFID(138)::0.0,tagRFID(159)::0.0,tagRFID(162)::0.0,tagRFID(157)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID164,tagRFID(233)::0.0,tagRFID(133)::0.0,tagRFID(157)::0.0,tagRFID(232)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID161,tagRFID(298)::0.0,tagRFID(181)::0.0,tagRFID(134)::0.0,tagRFID(108)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID162,tagRFID(131)::0.0,tagRFID(160)::0.0,tagRFID(163)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID175,tagRFID(192)::0.0,tagRFID(174)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID176,tagRFID(110)::0.0,tagRFID(101)::0.0,tagRFID(102)::0.0,tagRFID(177)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID173,tagRFID(172)::0.0,tagRFID(174)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID174,tagRFID(212)::0.0,tagRFID(173)::0.0,tagRFID(175)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID171,tagRFID(269)::0.0,tagRFID(214)::0.0,tagRFID(94)::0.0,tagRFID(170)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID172,tagRFID(170)::0.0,tagRFID(173)::0.0,tagRFID(211)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID169,tagRFID(168)::0.0,tagRFID(194)::0.0,tagRFID(206)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID170,tagRFID(172)::0.0,tagRFID(97)::0.0,tagRFID(171)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID119,tagRFID(118)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID120,tagRFID(316)::0.0,tagRFID(288)::0.0,tagRFID(121)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID117,tagRFID(118)::0.0,tagRFID(122)::0.0,tagRFID(114)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID118,tagRFID(185)::0.0,tagRFID(117)::0.0,tagRFID(119)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID115,tagRFID(116)::0.0,tagRFID(114)::0.0,tagRFID(122)::0.0,tagRFID(180)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID116,tagRFID(20)::0.0,tagRFID(115)::0.0,tagRFID(22)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID113,tagRFID(184)::0.0,tagRFID(185)::0.0,tagRFID(114)::0.0,tagRFID(177)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID114,tagRFID(182)::0.0,tagRFID(113)::0.0,tagRFID(115)::0.0,tagRFID(117)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID127,tagRFID(126)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID128,tagRFID(141)::0.0,tagRFID(143)::0.0,tagRFID(129)::0.0,tagRFID(299)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID125,tagRFID(250)::0.0,tagRFID(124)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID126,tagRFID(127)::0.0,tagRFID(250)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID123,tagRFID(122)::0.0,tagRFID(50)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID124,tagRFID(125)::0.0,tagRFID(244)::0.0,tagRFID(105)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID121,tagRFID(288)::0.0,tagRFID(271)::0.0,tagRFID(301)::0.0,tagRFID(120)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID122,tagRFID(123)::0.0,tagRFID(117)::0.0,tagRFID(115)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID135,tagRFID(297)::0.0,tagRFID(133)::0.0,tagRFID(137)::0.0,tagRFID(183)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID136,tagRFID(166)::0.0,tagRFID(133)::0.0,tagRFID(232)::0.0,tagRFID(129)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID133,tagRFID(134)::0.0,tagRFID(135)::0.0,tagRFID(136)::0.0,tagRFID(164)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID134,tagRFID(238)::0.0,tagRFID(133)::0.0,tagRFID(161)::0.0,tagRFID(233)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID131,tagRFID(130)::0.0,tagRFID(162)::0.0,tagRFID(138)::0.0,tagRFID(227)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID132,tagRFID(144)::0.0,tagRFID(138)::0.0,tagRFID(130)::0.0,tagRFID(148)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID129,tagRFID(128)::0.0,tagRFID(136)::0.0,tagRFID(140)::0.0,tagRFID(165)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID130,tagRFID(145)::0.0,tagRFID(131)::0.0,tagRFID(132)::0.0,tagRFID(142)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID143,tagRFID(128)::0.0,tagRFID(147)::0.0,tagRFID(146)::0.0,tagRFID(151)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID144,tagRFID(132)::0.0,tagRFID(147)::0.0,tagRFID(149)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID141,tagRFID(128)::0.0,tagRFID(146)::0.0,tagRFID(140)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID142,tagRFID(257)::0.0,tagRFID(225)::0.0,tagRFID(286)::0.0,tagRFID(130)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID139,tagRFID(165)::0.0,tagRFID(157)::0.0,tagRFID(138)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID140,tagRFID(111)::0.0,tagRFID(137)::0.0,tagRFID(141)::0.0,tagRFID(129)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID137,tagRFID(166)::0.0,tagRFID(112)::0.0,tagRFID(135)::0.0,tagRFID(140)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID138,tagRFID(132)::0.0,tagRFID(163)::0.0,tagRFID(131)::0.0,tagRFID(139)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID215,tagRFID(185)::0.0,tagRFID(262)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID216,tagRFID(109)::0.0,tagRFID(275)::0.0,tagRFID(217)::0.0,tagRFID(265)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID213,tagRFID(64)::0.0,tagRFID(199)::0.0,tagRFID(27)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID214,tagRFID(171)::0.0,tagRFID(95)::0.0,tagRFID(205)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID211,tagRFID(210)::0.0,tagRFID(212)::0.0,tagRFID(272)::0.0,tagRFID(172)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID212,tagRFID(211)::0.0,tagRFID(174)::0.0,tagRFID(192)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID209,tagRFID(196)::0.0,tagRFID(280)::0.0,tagRFID(228)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID210,tagRFID(211)::0.0,tagRFID(228)::0.0,tagRFID(196)::0.0,tagRFID(93)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID223,tagRFID(187)::0.0,tagRFID(224)::0.0,tagRFID(74)::0.0,tagRFID(79)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID224,tagRFID(223)::0.0,tagRFID(80)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID221,tagRFID(219)::0.0,tagRFID(25)::0.0,tagRFID(9)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID222,tagRFID(57)::0.0,tagRFID(58)::0.0,tagRFID(187)::0.0,tagRFID(86)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID219,tagRFID(51)::0.0,tagRFID(221)::0.0,tagRFID(220)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID220,tagRFID(219)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID217,tagRFID(234)::0.0,tagRFID(216)::0.0,tagRFID(94)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID218,tagRFID(72)::0.0,tagRFID(284)::0.0,tagRFID(205)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID231,tagRFID(65)::0.0,tagRFID(230)::0.0,tagRFID(199)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID232,tagRFID(136)::0.0,tagRFID(165)::0.0,tagRFID(164)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID229,tagRFID(89)::0.0,tagRFID(91)::0.0,tagRFID(59)::0.0,tagRFID(82)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID230,tagRFID(203)::0.0,tagRFID(204)::0.0,tagRFID(231)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID227,tagRFID(168)::0.0,tagRFID(131)::0.0,tagRFID(259)::0.0,tagRFID(261)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID228,tagRFID(272)::0.0,tagRFID(209)::0.0,tagRFID(210)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID225,tagRFID(226)::0.0,tagRFID(142)::0.0,tagRFID(145)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID226,tagRFID(257)::0.0,tagRFID(316)::0.0,tagRFID(225)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID239,tagRFID(240)::0.0,tagRFID(254)::0.0,tagRFID(248)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID240,tagRFID(239)::0.0,tagRFID(254)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID237,tagRFID(29)::0.0,tagRFID(203)::0.0,tagRFID(63)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID238,tagRFID(134)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID235,tagRFID(233)::0.0,tagRFID(236)::0.0,tagRFID(158)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID236,tagRFID(235)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID233,tagRFID(164)::0.0,tagRFID(188)::0.0,tagRFID(235)::0.0,tagRFID(134)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID234,tagRFID(253)::0.0,tagRFID(217)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID183,tagRFID(181)::0.0,tagRFID(184)::0.0,tagRFID(112)::0.0,tagRFID(135)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID184,tagRFID(182)::0.0,tagRFID(183)::0.0,tagRFID(113)::0.0,tagRFID(186)::0.0
0,2021-08-28 19:49:31,0.0,tagRFID181,tagRFID(107)::0.0,tagRFID(182)::0.0,tagRFID(183)::0.0,tagRFID(161)::0.0
