Cycle,Time (real),Time (simulation),Agent,State,Rider,Follower,Leader,Battery Life,Has Target,Last Tag,Next Tag,Read Pheromones,Pheromone To Diffuse,Pheromone Mark
0,2021-11-04 15:52:47,0.0,bike40,idle,nil,nil,nil,32173,40000,false,tagRFID(144),tagRFID(147),0.0,0.0,0.0
0,2021-11-04 15:52:47,0.0,bike39,idle,nil,nil,nil,32839,40000,false,tagRFID(126),tagRFID(127),0.0,0.0,0.0
0,2021-11-04 15:52:47,0.0,bike38,idle,nil,nil,nil,32206,40000,false,tagRFID(134),tagRFID(133),0.0,0.0,0.0
0,2021-11-04 15:52:47,0.0,bike37,idle,nil,nil,nil,34332,40000,false,tagRFID(87),tagRFID(86),0.0,0.0,0.0
0,2021-11-04 15:52:47,0.0,bike36,seeking_leader,nil,nil,bike(20),39544,40000,false,tagRFID(309),tagRFID(308),0.0,0.0,0.0
0,2021-11-04 15:52:47,0.0,bike35,idle,nil,nil,nil,33057,40000,false,tagRFID(101),tagRFID(176),0.0,0.0,0.0
0,2021-11-04 15:52:47,0.0,bike34,idle,nil,nil,nil,34155,40000,false,tagRFID(50),tagRFID(123),0.0,0.0,0.0
0,2021-11-04 15:52:47,0.0,bike33,idle,nil,nil,nil,35168,40000,false,tagRFID(108),tagRFID(161),0.0,0.0,0.0
0,2021-11-04 15:52:47,0.0,bike32,idle,nil,nil,nil,37064,40000,false,tagRFID(268),tagRFID(160),0.0,0.0,0.0
0,2021-11-04 15:52:47,0.0,bike31,seeking_leader,nil,nil,bike(15),37212,40000,false,tagRFID(150),tagRFID(103),0.0,0.0,0.0
0,2021-11-04 15:52:47,0.0,bike30,idle,nil,nil,nil,37160,40000,false,tagRFID(194),tagRFID(169),0.0,0.0,0.0
0,2021-11-04 15:52:47,0.0,bike29,idle,nil,nil,nil,34549,40000,false,tagRFID(31),tagRFID(264),0.0,0.0,0.0
0,2021-11-04 15:52:47,0.0,bike28,seeking_leader,nil,nil,bike(0),39621,40000,false,tagRFID(166),tagRFID(136),0.0,0.0,0.0
0,2021-11-04 15:52:47,0.0,bike27,awaiting_follower,nil,bike(2),nil,30079,40000,false,tagRFID(177),tagRFID(178),0.0,0.0,0.0
0,2021-11-04 15:52:47,0.0,bike26,idle,nil,nil,nil,34094,40000,false,tagRFID(115),tagRFID(114),0.0,0.0,0.0
0,2021-11-04 15:52:47,0.0,bike25,idle,nil,nil,nil,32011,40000,false,tagRFID(175),tagRFID(174),0.0,0.0,0.0
0,2021-11-04 15:52:47,0.0,bike49,idle,nil,nil,nil,39168,40000,false,tagRFID(294),tagRFID(289),0.0,0.0,0.0
0,2021-11-04 15:52:47,0.0,bike48,awaiting_follower,nil,bike(43),nil,30237,40000,false,tagRFID(293),tagRFID(303),0.0,0.0,0.0
0,2021-11-04 15:52:47,0.0,bike47,awaiting_follower,nil,bike(41),nil,30777,40000,false,tagRFID(85),tagRFID(84),0.0,0.0,0.0
0,2021-11-04 15:52:47,0.0,bike46,idle,nil,nil,nil,35630,40000,false,tagRFID(102),tagRFID(103),0.0,0.0,0.0
