Cycle,Time (real),Time (simulation),Agent,State,Rider,Follower,Leader,Battery Life,Has Target,Last Tag,Next Tag,Read Pheromones,Pheromone To Diffuse,Pheromone Mark
0,2021-11-02 19:57:45,0.0,bike40,idle,nil,nil,nil,36797,40000,false,tagRFID(127),tagRFID(126),0.0,0.0,0.0
0,2021-11-02 19:57:45,0.0,bike39,awaiting_follower,nil,bike(5),nil,29955,40000,false,tagRFID(21),tagRFID(107),0.0,0.0,0.0
0,2021-11-02 19:57:45,0.0,bike42,idle,nil,nil,nil,37176,40000,false,tagRFID(3),tagRFID(241),0.0,0.0,0.0
0,2021-11-02 19:57:45,0.0,bike41,idle,nil,nil,nil,35021,40000,false,tagRFID(228),tagRFID(209),0.0,0.0,0.0
0,2021-11-02 19:57:45,0.0,bike44,idle,nil,nil,nil,38918,40000,false,tagRFID(44),tagRFID(42),0.0,0.0,0.0
0,2021-11-02 19:57:45,0.0,bike43,idle,nil,nil,nil,39359,40000,false,tagRFID(301),tagRFID(121),0.0,0.0,0.0
0,2021-11-02 19:57:45,0.0,bike46,idle,nil,nil,nil,36052,40000,false,tagRFID(230),tagRFID(203),0.0,0.0,0.0
0,2021-11-02 19:57:45,0.0,bike45,awaiting_follower,nil,bike(6),nil,33877,40000,false,tagRFID(301),tagRFID(300),0.0,0.0,0.0
0,2021-11-02 19:57:45,0.0,bike48,seeking_leader,nil,nil,bike(26),38080,40000,false,tagRFID(143),tagRFID(151),0.0,0.0,0.0
0,2021-11-02 19:57:45,0.0,bike47,awaiting_follower,nil,bike(34),nil,30498,40000,false,tagRFID(233),tagRFID(188),0.0,0.0,0.0
0,2021-11-02 19:57:45,0.0,bike49,idle,nil,nil,nil,37139,40000,false,tagRFID(58),tagRFID(222),0.0,0.0,0.0
0,2021-11-02 19:57:45,0.0,bike0,idle,nil,bike(21),nil,30307,40000,false,tagRFID(154),tagRFID(147),0.0,0.0,0.0
0,2021-11-02 19:57:45,0.0,bike2,seeking_leader,nil,nil,bike(35),37459,40000,false,tagRFID(150),tagRFID(156),0.0,0.0,0.0
