string(self),string(self.stationCharging),self.chargingStartTime,time - self.chargingStartTime,time,self.batteryLifeBeginningCharge,(self.batteryLife / maxBatteryLife) * 100
bike(108),chargingStation(0),100320.0,120.0,100440.0,24.35795373396898,100.0
bike(119),chargingStation(1),100380.0,120.0,100500.0,23.832811288954247,100.0
bike(93),chargingStation(1),100440.0,120.0,100560.0,24.370284161135654,100.0
bike(75),chargingStation(1),100500.0,120.0,100620.0,24.32609357069025,100.0
bike(6),chargingStation(0),100560.0,120.0,100680.0,22.98580870669637,100.0
bike(50),chargingStation(0),100560.0,120.0,100680.0,23.457825925249644,100.0
bike(68),chargingStation(0),100620.0,120.0,100740.0,23.785433809666966,100.0
bike(120),chargingStation(1),100620.0,120.0,100740.0,23.455309108461016,100.0
bike(73),chargingStation(1),100680.0,120.0,100800.0,24.122143544591214,100.0
bike(15),chargingStation(1),100740.0,120.0,100860.0,22.994682886421035,100.0
bike(77),chargingStation(1),100740.0,120.0,100860.0,23.785781790527654,100.0
bike(94),chargingStation(1),100740.0,120.0,100860.0,22.873058410104065,100.0
bike(0),chargingStation(1),100920.0,120.0,101040.0,23.530893727259375,100.0
bike(54),chargingStation(0),100920.0,120.0,101040.0,24.588502799157585,100.0
bike(46),chargingStation(1),100980.0,120.0,101100.0,22.922547249233123,100.0
bike(105),chargingStation(0),100980.0,120.0,101100.0,23.29382575227772,100.0
bike(10),chargingStation(1),101040.0,120.0,101160.0,23.599809091197834,100.0
bike(20),chargingStation(1),101040.0,120.0,101160.0,23.00596079715003,100.0
bike(66),chargingStation(1),101040.0,120.0,101160.0,23.404574440214425,100.0
bike(78),chargingStation(1),101040.0,120.0,101160.0,24.373928072012326,100.0
bike(30),chargingStation(1),101100.0,120.0,101220.0,23.82341343050507,100.0
bike(24),chargingStation(1),101220.0,120.0,101340.0,22.728324244977287,100.0
bike(45),chargingStation(0),101280.0,120.0,101400.0,23.617434657034764,100.0
bike(47),chargingStation(1),101280.0,120.0,101400.0,24.289534228488904,100.0
bike(14),chargingStation(1),101340.0,120.0,101460.0,22.211415755090602,100.0
bike(83),chargingStation(1),101340.0,120.0,101460.0,23.800844319380193,100.0
bike(19),chargingStation(0),101400.0,120.0,101520.0,24.08360599173564,100.0
bike(33),chargingStation(1),101400.0,120.0,101520.0,23.02184874688283,100.0
bike(62),chargingStation(0),101400.0,120.0,101520.0,24.09346034848449,100.0
bike(56),chargingStation(1),101520.0,120.0,101640.0,23.03644728550647,100.0
bike(61),chargingStation(1),101520.0,120.0,101640.0,23.36737233053733,100.0
bike(57),chargingStation(1),101580.0,120.0,101700.0,24.46440079899779,100.0
bike(114),chargingStation(0),101580.0,120.0,101700.0,23.987317945150703,100.0
bike(25),chargingStation(0),101640.0,120.0,101760.0,23.74060120088345,100.0
bike(71),chargingStation(1),101640.0,120.0,101760.0,23.68964710968885,100.0
bike(8),chargingStation(1),101700.0,120.0,101820.0,24.158862025195624,100.0
bike(18),chargingStation(1),101700.0,120.0,101820.0,23.658722648548917,100.0
bike(48),chargingStation(1),101700.0,120.0,101820.0,24.068067744814105,100.0
bike(85),chargingStation(1),101700.0,120.0,101820.0,24.39777514962064,100.0
bike(16),chargingStation(1),101820.0,120.0,101940.0,23.164062922419458,100.0
bike(38),chargingStation(1),101940.0,120.0,102060.0,23.468856567566043,100.0
bike(65),chargingStation(0),101940.0,120.0,102060.0,23.497931555095196,100.0
bike(51),chargingStation(0),102000.0,120.0,102120.0,24.234357768243456,100.0
bike(109),chargingStation(0),102000.0,120.0,102120.0,21.73348804493212,100.0
bike(64),chargingStation(0),102060.0,120.0,102180.0,22.473123373862517,100.0
bike(130),chargingStation(1),102060.0,120.0,102180.0,24.056306064274352,100.0
bike(44),chargingStation(1),102120.0,120.0,102240.0,22.91995794357021,100.0
bike(84),chargingStation(0),102120.0,120.0,102240.0,24.332504475825584,100.0
bike(129),chargingStation(0),102180.0,120.0,102300.0,23.203021826452794,100.0
bike(12),chargingStation(1),102240.0,120.0,102360.0,24.00507749092956,100.0
bike(13),chargingStation(0),102240.0,120.0,102360.0,24.17838503968041,100.0
bike(89),chargingStation(1),102240.0,120.0,102360.0,23.973964692356077,100.0
bike(104),chargingStation(0),102240.0,120.0,102360.0,23.49145375159623,100.0
bike(121),chargingStation(1),102240.0,120.0,102360.0,23.891273195964597,100.0
bike(1),chargingStation(0),102300.0,120.0,102420.0,21.56993695595722,100.0
bike(107),chargingStation(0),102360.0,120.0,102480.0,24.215539529038978,100.0
bike(113),chargingStation(1),102360.0,120.0,102480.0,22.06287322000548,100.0
bike(117),chargingStation(1),102360.0,120.0,102480.0,23.62962326045514,100.0
bike(4),chargingStation(1),102420.0,120.0,102540.0,23.221686077512675,100.0
bike(49),chargingStation(1),102420.0,120.0,102540.0,22.986486758297005,100.0
bike(23),chargingStation(0),102480.0,120.0,102600.0,23.25399711614864,100.0
bike(36),chargingStation(1),102600.0,120.0,102720.0,23.5430089246352,100.0
bike(81),chargingStation(0),102660.0,120.0,102780.0,23.490680469577303,100.0
bike(118),chargingStation(1),102660.0,120.0,102780.0,23.11773527122029,100.0
bike(106),chargingStation(1),102780.0,120.0,102900.0,22.3722340970042,100.0
bike(91),chargingStation(0),102840.0,120.0,102960.0,24.08311760552966,100.0
bike(90),chargingStation(1),103080.0,120.0,103200.0,23.15430797461416,100.0
bike(99),chargingStation(1),103440.0,120.0,103560.0,22.861925963201465,100.0
bike(22),chargingStation(1),103500.0,120.0,103620.0,22.602064391827437,100.0
bike(21),chargingStation(1),103620.0,120.0,103740.0,23.01599456587478,100.0
bike(102),chargingStation(0),104040.0,120.0,104160.0,24.40015443553397,100.0
bike[15],chargingStation[1],37800.0,120.0,37920.0,24.302762636637432,100.0
bike[9],chargingStation[0],84540.0,120.0,84660.0,23.175695550716007,100.0
bike[9],chargingStation[0],98220.0,120.0,98340.0,24.104697071023736,100.0
bike[9],chargingStation[1],113640.0,120.0,113760.0,23.307546180878532,100.0
bike[10],chargingStation[0],22920.0,120.0,23040.0,24.589159027850442,100.0
bike[9],chargingStation[0],36540.0,120.0,36660.0,23.81879053902506,100.0
bike[2],chargingStation[0],12180.0,120.0,12300.0,23.978130247992414,100.0
bike[8],chargingStation[0],12240.0,120.0,12360.0,23.870540480649318,100.0
bike[18],chargingStation[1],12720.0,120.0,12840.0,23.513897841538718,100.0
bike[10],chargingStation[1],13140.0,120.0,13260.0,22.593623538218605,100.0
bike[0],chargingStation[0],13200.0,120.0,13320.0,23.183776123519156,100.0
bike[7],chargingStation[1],13260.0,120.0,13380.0,23.600631863272618,100.0
bike[13],chargingStation[0],13800.0,120.0,13920.0,21.78669353110711,100.0
bike[11],chargingStation[1],13920.0,120.0,14040.0,24.220330305911773,100.0
bike[3],chargingStation[1],14160.0,120.0,14280.0,24.153215348037616,100.0
bike[14],chargingStation[1],14580.0,120.0,14700.0,22.6636788306839,100.0
bike[15],chargingStation[0],14820.0,120.0,14940.0,22.561550419767105,100.0
bike[16],chargingStation[1],14940.0,120.0,15060.0,22.914877118624847,100.0
bike[19],chargingStation[0],15180.0,120.0,15300.0,22.97426988292007,100.0
bike[9],chargingStation[1],15360.0,120.0,15480.0,23.57260250116197,100.0
bike[13],chargingStation[0],25140.0,120.0,25260.0,24.15349364708116,100.0
bike[19],chargingStation[0],26820.0,120.0,26940.0,23.894744956554504,100.0
bike[18],chargingStation[1],29280.0,120.0,29400.0,23.747906549574964,100.0
bike[15],chargingStation[0],29400.0,120.0,29520.0,21.53536379049225,100.0
bike[16],chargingStation[0],30540.0,120.0,30660.0,21.33817658610511,100.0
bike[7],chargingStation[1],30780.0,120.0,30900.0,23.61723448264677,100.0
bike[14],chargingStation[0],31260.0,120.0,31380.0,22.95998808583376,100.0
bike[10],chargingStation[1],31320.0,120.0,31440.0,22.128112995620462,100.0
bike[18],chargingStation[0],11460.0,120.0,11580.0,24.23242324555246,100.0
bike[14],chargingStation[1],12360.0,120.0,12480.0,22.446134243203588,100.0
bike[17],chargingStation[1],12600.0,120.0,12720.0,23.89598130019453,100.0
bike[12],chargingStation[0],12900.0,120.0,13020.0,24.247917307253243,100.0
bike[10],chargingStation[0],12960.0,120.0,13080.0,24.131337918214616,100.0
bike[19],chargingStation[1],12960.0,120.0,13080.0,23.831534905155152,100.0
bike[0],chargingStation[1],13080.0,120.0,13200.0,23.210364040173445,100.0
bike[4],chargingStation[0],13380.0,120.0,13500.0,24.202909821656412,100.0
bike[9],chargingStation[1],14040.0,120.0,14160.0,22.897082801902766,100.0
bike[15],chargingStation[0],14040.0,120.0,14160.0,23.77340463586,100.0
bike[8],chargingStation[1],14940.0,120.0,15060.0,23.47797007977587,100.0
bike[5],chargingStation[1],15060.0,120.0,15180.0,23.30944673515809,100.0
bike[13],chargingStation[0],15120.0,120.0,15240.0,23.414453088338895,100.0
bike[6],chargingStation[0],15420.0,120.0,15540.0,23.103881440391923,100.0
bike[14],chargingStation[0],11760.0,120.0,11880.0,24.133481846045207,100.0
bike[4],chargingStation[0],12060.0,120.0,12180.0,22.64248896487635,100.0
bike[2],chargingStation[0],12120.0,120.0,12240.0,23.422060071019974,100.0
bike[12],chargingStation[1],12960.0,120.0,13080.0,23.665094512362288,100.0
bike[6],chargingStation[0],13380.0,120.0,13500.0,22.032482001081394,100.0
bike[19],chargingStation[1],13380.0,120.0,13500.0,23.699075627408362,100.0
bike[8],chargingStation[1],14460.0,120.0,14580.0,22.871867617038202,100.0
bike[3],chargingStation[0],14640.0,120.0,14760.0,24.253181952785024,100.0
bike[16],chargingStation[1],15300.0,120.0,15420.0,23.833221215555437,100.0
bike[11],chargingStation[1],15540.0,120.0,15660.0,23.1854016317485,100.0
bike[13],chargingStation[0],15900.0,120.0,16020.0,23.242395122375907,100.0
bike[10],chargingStation[1],16080.0,120.0,16200.0,22.84954591414358,100.0
bike[12],chargingStation[1],21720.0,120.0,21840.0,22.97139925751017,100.0
