'Question1',string(self),distance_to(self.location,target)
Question1,bike(3),690.0661601813846
Question1,bike(3),82.86005651391393
Question1,bike(0),509.4468518483985
Question1,bike(3),36.87946603007232
Question1,bike(2),480.8517772031471
Question1,bike(3),209.72158825896642
Question1,bike(0),420.16739689842586
Question1,bike(3),394.0345442041956
Question1,bike(0),317.4471159026517
Question1,bike(1),768.0823570453895
Question1,bike(2),238.51477670097546
Question1,bike(2),788.4361223065713
Question1,bike(2),814.9384832916513
Question1,bike(0),996.176332913514
Question1,bike(0),13.569629228106036
Question1,bike(1),377.9188939399287
Question1,bike(2),192.90412722774175
Question1,bike(4),128.60366733884103
Question1,bike(2),382.66537673361967
Question1,bike(4),223.45933277123802
Question1,bike(1),380.7666331155327
Question1,bike(0),419.5399055939751
Question1,bike(1),165.89393812893013
Question1,bike(4),1149.9605134640162
Question1,bike(0),519.0466547292083
Question1,bike(2),237.90895249961508
Question1,bike(2),593.4726447226518
Question1,bike(3),65.08164759581648
Question1,bike(3),111.34417187236322
Question1,bike(2),654.1840463217541
Question1,bike(1),63.78162781239515
Question1,bike(4),139.0863245053064
